-BEGIN HEADER-,,,,,,,,,,,Date,T2M,,,
NASA/POWER CERES/MERRA2 Native Resolution Daily Data ,,,,,,,,,,,01-08-2017,29.59,,Row Labels,Average of T2M
Dates (month/day/year): 08/01/2017 through 08/01/2023 ,,,,,,,,,,,02-08-2017,28.98,,2017,25.98437908
Location: Latitude  10.2122   Longitude 77.9835 ,,,,,,,,,,,03-08-2017,29.33,,2018,27.32868493
Elevation from MERRA-2: Average for 0.5 x 0.625 degree lat/lon region = 218.52 meters,,,,,,,,,,,04-08-2017,29.26,,2019,28.13706849
The value for missing source data that cannot be computed or is outside of the sources availability range: -999 ,,,,,,,,,,,05-08-2017,28.85,,2020,27.47398907
Parameter(s): ,,,,,,,,,,,06-08-2017,29.56,,2021,26.58805479
RH2M            MERRA-2 Relative Humidity at 2 Meters (%) ,,,,,,,,,,,07-08-2017,28.67,,2022,26.63553425
PRECTOTCORR     MERRA-2 Precipitation Corrected (mm/day) ,,,,,,,,,,,08-08-2017,27.89,,Grand Total,27.13628095
QV2M            MERRA-2 Specific Humidity at 2 Meters (g/kg) ,,,,,,,,,,,09-08-2017,28.06,,,
T2M             MERRA-2 Temperature at 2 Meters (C) ,,,,,,,,,,,10-08-2017,28.06,,,
TS              MERRA-2 Earth Skin Temperature (C) ,,,,,,,,,,,11-08-2017,27.6,,,
T2M_RANGE       MERRA-2 Temperature at 2 Meters Range (C) ,,,,,,,,,,,12-08-2017,28.6,,,
-END HEADER-,,,,,,,,,,,13-08-2017,26.21,,,
YEAR,MO,DY,RH2M,PRECTOTCORR,QV2M,T2M,TS,T2M_RANGE,,,14-08-2017,25.57,,,
2019,9,3,71,0.85,16.36,27.89,28.54,11.49,,,17-09-2019,27.73,,,
2019,9,4,66.75,0.55,15.69,28.51,29.73,13.06,,,18-09-2019,27.88,,,
2019,9,5,66.69,0.6,15.69,28.23,29.01,10.32,,,19-09-2019,27.71,,,
2019,9,6,67.12,0.79,16.05,28.62,29.51,12.59,,,20-09-2019,26.94,,,
2019,9,7,64.56,0.37,15.26,28.69,29.69,12.77,,,21-09-2019,28.3,,,
2019,9,8,62.25,0.49,14.59,28.4,29.17,12.59,,,22-09-2019,27.93,,,
2019,9,9,58.88,0.28,14.4,29.1,30.4,15.27,,,23-09-2019,26.58,,,
2019,9,10,66.75,6.04,16.72,29.26,29.9,10.66,,,24-09-2019,26.22,,,
2019,9,11,73.75,10.31,17.58,28.31,29.05,10.16,,,25-09-2019,25.63,,,
2019,9,12,70.81,2.61,16.48,27.99,28.51,8.98,,,26-09-2019,25.68,,,
2019,9,13,70.81,22.15,16.24,27.8,28.4,10.16,,,27-09-2019,26.45,,,
2019,9,14,71.62,4.39,16.54,27.83,28.5,9.8,,,28-09-2019,26.43,,,
2019,9,15,70.19,6.26,16.24,28.13,28.93,11.48,,,29-09-2019,25.87,,,
2019,9,16,72.62,11.69,16.85,27.97,28.57,10.31,,,30-09-2019,25.04,,,
2019,9,17,70.44,3.72,15.99,27.73,28.6,11.81,,,01-10-2019,26.8,,,
2019,9,18,75.38,3.36,17.58,27.88,28.68,9.02,,,02-10-2019,26.3,,,
2019,9,19,73.88,4.93,16.97,27.71,28.37,9.94,,,03-10-2019,26.97,,,
2019,9,20,71.94,2.42,15.75,26.94,27.45,9.41,,,04-10-2019,27.34,,,
2019,9,21,70.38,0.43,16.66,28.3,29.47,10.83,,,05-10-2019,27.14,,,
2019,9,22,74.56,5.61,17.4,27.93,29,9.49,,,06-10-2019,26.31,,,
2019,9,23,85.38,27.03,18.86,26.58,26.73,4.87,,,07-10-2019,26.9,,,
2019,9,24,83.69,8.68,18.01,26.22,26.62,5.87,,,08-10-2019,26.83,,,
2019,9,25,85.69,6.34,17.82,25.63,25.85,5.77,,,09-10-2019,27.2,,,
2019,9,26,81.44,1.48,16.85,25.68,25.86,6.71,,,10-10-2019,26.92,,,
2019,9,27,75.31,6.54,16.05,26.45,27.14,10.14,,,11-10-2019,25.59,,,
2019,9,28,77.31,6.24,16.72,26.43,26.67,6.98,,,12-10-2019,26.22,,,
2019,9,29,81.12,10.07,17.03,25.87,26.06,6.66,,,13-10-2019,26.46,,,
2019,9,30,86.06,21.45,17.33,25.04,24.92,5.02,,,14-10-2019,26.33,,,
2019,10,1,76.19,1.34,16.6,26.8,27.58,10.62,,,15-10-2019,25.9,,,
2019,10,2,81.88,3.62,17.64,26.3,26.64,7.4,,,16-10-2019,24.76,,,
2019,10,3,78.94,1.34,17.46,26.97,27.79,10.11,,,17-10-2019,24.8,,,
2019,10,4,76.69,0.21,17.33,27.34,28.06,9.7,,,18-10-2019,25.12,,,
2019,10,5,77.44,0.41,17.4,27.14,27.66,7.61,,,19-10-2019,25.4,,,
2019,10,6,81.06,2.42,17.46,26.31,26.63,6.86,,,20-10-2019,25.13,,,
2019,10,7,78.44,3.78,17.33,26.9,27.38,8.87,,,21-10-2019,24.76,,,
2019,10,8,80.12,9.18,17.76,26.83,27.27,8.47,,,22-10-2019,24.97,,,
2019,10,9,79.06,1.38,17.88,27.2,27.65,8.17,,,23-10-2019,25.94,,,
2019,10,10,80.25,0.47,17.82,26.92,27.31,7.09,,,24-10-2019,24.52,,,
2019,10,11,85.56,11.37,17.76,25.59,25.79,5.76,,,25-10-2019,24.85,,,
2019,10,12,82.69,6.27,17.64,26.22,26.99,8.54,,,26-10-2019,24.78,,,
2019,10,13,83.5,15.92,18.19,26.46,26.87,7.07,,,27-10-2019,24.15,,,
2019,10,14,84.75,7.8,18.37,26.33,26.5,6.87,,,28-10-2019,24.87,,,
2019,10,15,87.88,10.04,18.62,25.9,25.9,5.03,,,29-10-2019,23.9,,,
2019,10,16,90.06,30.92,17.88,24.76,24.58,3.99,,,30-10-2019,24.37,,,
2019,10,17,90.44,19.58,18.01,24.8,24.8,5.84,,,31-10-2019,25.05,,,
2019,10,18,88.69,7.57,17.94,25.12,25.14,5.02,,,01-11-2019,25.54,,,
2019,10,19,88.25,7.66,18.19,25.4,25.56,5.82,,,02-11-2019,25.09,,,
2019,10,20,90.62,15.41,18.37,25.13,25.21,4.97,,,03-11-2019,25.17,,,
2019,10,21,94.06,29.84,18.8,24.76,24.67,2.94,,,04-11-2019,25.44,,,
2019,10,22,88,6.56,17.7,24.97,24.87,5.11,,,05-11-2019,25.82,,,
2019,10,23,83.25,22.36,17.64,25.94,25.98,8.45,,,06-11-2019,26.29,,,
2019,10,24,87.38,1.89,17.09,24.52,24.47,5.95,,,07-11-2019,25.49,,,
2019,10,25,85.81,0.84,17.03,24.85,24.98,6.95,,,08-11-2019,25.89,,,
2019,10,26,88.06,1.23,17.4,24.78,25.04,6.67,,,09-11-2019,26.26,,,
2019,10,27,87.38,2.6,16.72,24.15,24.01,3.68,,,10-11-2019,25.99,,,
2019,10,28,84.5,2.96,16.72,24.87,24.65,5.99,,,11-11-2019,25.74,,,
2019,10,29,89.56,24.47,16.85,23.9,23.67,4.24,,,12-11-2019,25.08,,,
2019,10,30,92.88,45.08,18.07,24.37,24.4,4.26,,,13-11-2019,24.93,,,
2019,10,31,93.31,6.97,18.92,25.05,24.9,4.17,,,14-11-2019,25.25,,,
2019,11,1,83.69,0.46,17.21,25.54,25.8,7.57,,,15-11-2019,25.37,,,
2019,11,2,86.31,1.16,17.52,25.09,24.73,5.26,,,16-11-2019,25.37,,,
2019,11,3,86.75,3.87,17.58,25.17,24.94,6.74,,,17-11-2019,25.41,,,
2019,11,4,86.06,2.07,17.7,25.44,25.23,6.62,,,18-11-2019,25.83,,,
2019,11,5,82.94,0.1,17.33,25.82,25.77,8.59,,,19-11-2019,25.66,,,
2019,11,6,83.19,0.29,17.94,26.29,26.55,8.2,,,20-11-2019,25.16,,,
2019,11,7,89.44,9.73,18.62,25.49,25.19,3.7,,,21-11-2019,25.2,,,
2019,11,8,86,4.07,18.19,25.89,25.63,6.36,,,22-11-2019,24.65,,,
2019,11,9,86.5,5.4,18.68,26.26,26.36,6.81,,,23-11-2019,24.47,,,
2019,11,10,86.88,4.36,18.49,25.99,26.24,7.2,,,24-11-2019,24.58,,,
2019,11,11,86.44,1.19,18.07,25.74,26.06,7.05,,,25-11-2019,24.76,,,
2019,11,12,88.31,1,17.76,25.08,25.3,6.18,,,26-11-2019,24.64,,,
2019,11,13,88.12,0.11,17.58,24.93,25.15,7.57,,,27-11-2019,25.37,,,
2019,11,14,89.31,5.09,18.19,25.25,25.53,8.01,,,28-11-2019,25.28,,,
2019,11,15,90.12,7.52,18.49,25.37,25.48,6.91,,,29-11-2019,25.36,,,
2019,11,16,88.69,4.1,18.19,25.37,25.69,6.99,,,30-11-2019,24.39,,,
2019,11,17,88.12,1.15,18.13,25.41,25.64,7.1,,,01-12-2019,24.41,,,
2019,11,18,88.94,1.13,18.74,25.83,25.99,8.02,,,02-12-2019,24.46,,,
2019,11,19,86.81,0.5,18.07,25.66,25.9,7.45,,,03-12-2019,24.59,,,
2019,11,20,89.88,5.26,18.25,25.16,25.28,6.47,,,04-12-2019,24.31,,,
2019,11,21,88.69,2.12,18.01,25.2,25.34,7.19,,,05-12-2019,23.68,,,
2019,11,22,91.19,5.85,17.94,24.65,24.7,5.41,,,06-12-2019,23.42,,,
2019,11,23,89.31,1.07,17.33,24.47,24.53,6.03,,,07-12-2019,23.81,,,
2019,11,24,89,4.04,17.4,24.58,24.75,7.89,,,08-12-2019,23.38,,,
2019,11,25,88.62,2.05,17.52,24.76,24.89,7.37,,,09-12-2019,23.2,,,
2019,11,26,86.88,0.36,16.97,24.64,24.73,7.77,,,10-12-2019,23.32,,,
2019,11,27,87.94,4.25,18.01,25.37,25.48,8.17,,,11-12-2019,23.5,,,
2019,11,28,91.19,11.74,18.68,25.28,25.31,5.41,,,12-12-2019,23.76,,,
2019,11,29,91.06,15.36,18.74,25.36,25.29,6.24,,,13-12-2019,24.55,,,
2019,11,30,93.69,26.11,18.25,24.39,24.23,3.55,,,14-12-2019,24.55,,,
2019,12,1,93.75,12.01,18.25,24.41,24.22,3.59,,,15-12-2019,23.88,,,
2019,12,2,91.38,11.83,17.76,24.46,24.48,5.36,,,16-12-2019,23.3,,,
2019,12,3,91.69,3.58,18.01,24.59,24.53,5.68,,,17-12-2019,23.91,,,
2019,12,4,88.25,1.33,16.91,24.31,24.32,7.57,,,18-12-2019,24.09,,,
2019,12,5,88.88,4.51,16.42,23.68,23.62,6.99,,,19-12-2019,24.22,,,
2019,12,6,88.5,1.77,16.11,23.42,23.42,6.99,,,20-12-2019,24.15,,,
2019,12,7,90.12,3.97,16.85,23.81,23.86,7.16,,,21-12-2019,23.23,,,
2019,12,8,87.62,0.12,15.81,23.38,23.44,8.16,,,22-12-2019,23.87,,,
2019,12,9,87.81,0,15.75,23.2,23.3,9.12,,,23-12-2019,23.65,,,
2019,12,10,86.06,0.01,15.56,23.32,23.34,7.98,,,24-12-2019,23.94,,,
2019,12,11,86,0,15.69,23.5,23.58,9.34,,,25-12-2019,24.58,,,
2019,12,12,88.31,0.05,16.42,23.76,23.94,9.23,,,26-12-2019,23.94,,,
2019,12,13,90.06,6.13,17.58,24.55,24.67,8.12,,,27-12-2019,23.49,,,
2019,12,14,90.62,6.04,17.7,24.55,24.48,6.19,,,28-12-2019,23.33,,,
2019,12,15,89.06,1.18,16.66,23.88,24.04,7.44,,,29-12-2019,23.78,,,
2019,12,16,90.56,0.43,16.42,23.3,23.29,7.7,,,30-12-2019,23.83,,,
2019,12,17,89.94,1.29,16.85,23.91,23.9,7.17,,,31-12-2019,24.33,,,
2019,12,18,88.94,0.22,16.85,24.09,24.26,8.04,,,01-01-2020,24.73,,,
2019,12,19,88.69,0.11,16.91,24.22,24.37,7.46,,,02-01-2020,25.33,,,
2019,12,20,89.5,3.39,17.03,24.15,24.24,8.09,,,03-01-2020,25.44,,,
2019,12,21,89.19,0.15,16.05,23.23,23.15,6.2,,,04-01-2020,25.9,,,
2019,12,22,87.81,0.13,16.42,23.87,24.14,8.45,,,05-01-2020,25.59,,,
2019,12,23,87.12,0.01,16.05,23.65,23.85,8.63,,,06-01-2020,24.84,,,
2019,12,24,88.94,1.08,16.72,23.94,24.11,8.3,,,07-01-2020,24.59,,,
2019,12,25,90.31,2.7,17.64,24.58,24.64,7.27,,,08-01-2020,24.43,,,
2019,12,26,87.81,0.03,16.42,23.94,24.13,9.2,,,09-01-2020,23.83,,,
2019,12,27,86,0,15.69,23.49,23.79,9.27,,,10-01-2020,23.57,,,
2019,12,28,84.25,0.01,15.14,23.33,23.58,10.01,,,11-01-2020,23.04,,,
2019,12,29,86.75,0.01,16.17,23.78,24.05,9.27,,,12-01-2020,23.08,,,
2019,12,30,86.31,0,15.99,23.83,24.21,8.19,,,13-01-2020,23.39,,,
2019,12,31,85.19,0.02,16.3,24.33,24.69,9.45,,,14-01-2020,22.97,,,
2020,1,1,86.75,0.01,17.03,24.73,25.09,9.91,,,15-01-2020,22.48,,,
2020,1,2,85.56,0,17.33,25.33,25.89,8.61,,,16-01-2020,23.27,,,
2020,1,3,85.25,0,17.4,25.44,26.01,8.66,,,17-01-2020,24.64,,,
2020,1,4,84,0.1,17.58,25.9,26.47,8.77,,,18-01-2020,25.48,,,
2020,1,5,84.62,0.08,17.4,25.59,26.26,8.08,,,19-01-2020,25.05,,,
2020,1,6,84.75,0.32,16.66,24.84,25.37,8.33,,,20-01-2020,24.86,,,
2020,1,7,84,0.43,16.17,24.59,25.12,9.05,,,21-01-2020,24.54,,,
2020,1,8,80.94,0.05,15.32,24.43,25,9.91,,,22-01-2020,24.94,,,
2020,1,9,78.06,0,14.16,23.83,24.3,11.16,,,23-01-2020,25.23,,,
2020,1,10,77.31,0,13.85,23.57,23.89,12.18,,,24-01-2020,24.46,,,
2020,1,11,77.88,0,13.49,23.04,23.66,11.84,,,25-01-2020,23.9,,,
2020,1,12,78.38,0,13.55,23.08,23.64,13.41,,,26-01-2020,24.1,,,
2020,1,13,78.12,0,13.85,23.39,24.05,12.21,,,27-01-2020,24.31,,,
2020,1,14,76,0,12.94,22.97,23.69,13.33,,,28-01-2020,24.89,,,
2020,1,15,74.25,0,12.15,22.48,23.12,12.99,,,29-01-2020,25.29,,,
2020,1,16,75.19,0,12.94,23.27,23.95,13.91,,,30-01-2020,25.62,,,
2020,1,17,80.12,0.34,15.38,24.64,25.44,12.12,,,31-01-2020,25.37,,,
2020,1,18,81.94,0.74,16.54,25.48,26.37,10.45,,,01-02-2020,25.63,,,
2020,1,19,80.62,1.02,15.87,25.05,25.65,9.62,,,02-02-2020,25.32,,,
2020,1,20,77.12,0,14.77,24.86,25.76,12.14,,,03-02-2020,25.2,,,
2020,1,21,75.5,0,14.1,24.54,25.48,13.02,,,04-02-2020,25.61,,,
2020,1,22,76.38,0,14.71,24.94,25.91,12.74,,,05-02-2020,25.98,,,
2020,1,23,78.88,0,15.69,25.23,25.93,10.16,,,06-02-2020,25.74,,,
2020,1,24,74.88,0,13.85,24.46,25.32,12.95,,,07-02-2020,26.15,,,
2020,1,25,71.25,0,12.51,23.9,24.77,15.31,,,08-02-2020,26.9,,,
2020,1,26,70.69,0,12.63,24.1,24.93,14.79,,,09-02-2020,26.92,,,
2020,1,27,67.25,0,12.08,24.31,25.09,13.95,,,10-02-2020,26.64,,,
2020,1,28,69.25,0,13.06,24.89,25.79,13.7,,,11-02-2020,26.55,,,
2020,1,29,70.69,0,13.55,25.29,26.12,13.8,,,12-02-2020,26.57,,,
2020,1,30,69.38,0,13.43,25.62,26.47,14.5,,,13-02-2020,26.75,,,
2020,1,31,71.88,0,13.85,25.37,26.39,14.15,,,14-02-2020,26.08,,,
2020,2,1,71.69,0,14.16,25.63,26.72,12.6,,,15-02-2020,27.01,,,
2020,2,2,70,0,13.49,25.32,26.4,13.28,,,16-02-2020,26.32,,,
2020,2,3,68.19,0,12.94,25.2,26.4,14.5,,,17-02-2020,26.34,,,
2020,2,4,69.06,0.02,13.61,25.61,26.98,14.3,,,18-02-2020,25.43,,,
2020,2,5,69.19,0.11,14.04,25.98,27.24,11.83,,,19-02-2020,25.53,,,
2020,2,6,64.38,0.03,12.51,25.74,27.07,14.93,,,20-02-2020,25.67,,,
2020,2,7,66.69,0.03,13.67,26.15,27.62,13.71,,,21-02-2020,26.39,,,
2020,2,8,64.12,0,13.79,26.9,28.45,12.16,,,22-02-2020,27.55,,,
2020,2,9,63.44,0.01,13.55,26.92,28.58,12.59,,,23-02-2020,27.05,,,
2020,2,10,65.38,0,13.79,26.64,28.09,12.78,,,24-02-2020,27.14,,,
2020,2,11,65.19,0,13.43,26.55,27.94,13.2,,,25-02-2020,27.3,,,
2020,2,12,67.44,0,14.04,26.57,27.98,15.02,,,26-02-2020,27.83,,,
2020,2,13,65.5,0,13.67,26.75,28.26,13.28,,,27-02-2020,27.94,,,
2020,2,14,64.56,0.18,12.7,26.08,27.75,16.29,,,28-02-2020,28.37,,,
2020,2,15,60.81,0.05,12.45,27.01,28.55,16.01,,,29-02-2020,28.04,,,
2020,2,16,59.69,0,11.47,26.32,27.85,16.75,,,01-03-2020,28.37,,,
2020,2,17,61,0,11.96,26.34,28.03,15.74,,,02-03-2020,28.87,,,
2020,2,18,61.69,0,11.6,25.43,26.78,15.22,,,03-03-2020,28.12,,,
2020,2,19,61.81,0,11.78,25.53,27.12,14.89,,,04-03-2020,27.22,,,
2020,2,20,63.56,0,12.15,25.67,27.26,16.67,,,05-03-2020,29.36,,,
2020,2,21,69.38,0.64,14.4,26.39,27.98,16.01,,,06-03-2020,30.38,,,
2020,2,22,67.5,1.07,14.95,27.55,28.81,11.7,,,07-03-2020,30.24,,,
2020,2,23,65.56,0,14.04,27.05,28.55,12.79,,,08-03-2020,29.87,,,
2020,2,24,64,0,13.73,27.14,28.55,13.13,,,09-03-2020,30.28,,,
2020,2,25,66.5,0,14.34,27.3,28.95,13.02,,,10-03-2020,29.55,,,
2020,2,26,63.44,0,13.85,27.83,29.51,14.85,,,11-03-2020,29.14,,,
2020,2,27,63.44,0.01,14.1,27.94,29.71,14.57,,,12-03-2020,29.14,,,
2020,2,28,60.94,0.04,14.1,28.37,30.24,12.34,,,13-03-2020,28.96,,,
2020,2,29,60.25,0,13.49,28.04,30.08,14,,,14-03-2020,29.86,,,
2020,3,1,57.5,0.18,13.18,28.37,30.4,13.93,,,15-03-2020,29.81,,,
2020,3,2,55.81,0.14,13.12,28.87,31.05,13.39,,,16-03-2020,30.36,,,
2020,3,3,53.5,0.03,12.57,28.12,29.41,8.56,,,17-03-2020,30.05,,,
2020,3,4,63.5,0.16,14.28,27.22,28.79,7.83,,,18-03-2020,30.46,,,
2020,3,5,53.44,0.07,12.88,29.36,31.28,13.58,,,19-03-2020,30.85,,,
2020,3,6,53.06,0.01,13.98,30.38,32.66,13.08,,,20-03-2020,31.42,,,
2020,3,7,59,0,15.08,30.24,32.63,13.45,,,21-03-2020,30.98,,,
2020,3,8,59.88,0.06,14.83,29.87,32.58,14.48,,,22-03-2020,31.05,,,
2020,3,9,56.25,0.05,14.16,30.28,33.06,14.67,,,23-03-2020,30.82,,,
2020,3,10,54.69,0,12.82,29.55,32.2,15.48,,,24-03-2020,30.38,,,
2020,3,11,56.56,0.14,13.18,29.14,31.87,14.73,,,25-03-2020,30.35,,,
2020,3,12,56.62,0.13,13.18,29.14,31.6,15.89,,,26-03-2020,30.19,,,
2020,3,13,57.25,0,13.06,28.96,31.44,16.79,,,27-03-2020,30.03,,,
2020,3,14,57.19,0,13.73,29.86,32.59,15.39,,,28-03-2020,30.1,,,
2020,3,15,56.06,0,13.61,29.81,32.37,14.41,,,29-03-2020,30.16,,,
2020,3,16,57.94,0,14.65,30.36,33.05,15.1,,,30-03-2020,30.46,,,
2020,3,17,57.31,0,14.16,30.05,32.58,14.55,,,31-03-2020,29.9,,,
2020,3,18,58.81,0,14.95,30.46,33,14.06,,,01-04-2020,30.03,,,
2020,3,19,52.88,0,13.06,30.85,33.62,16.19,,,02-04-2020,30.62,,,
2020,3,20,48.81,0.01,13,31.42,34.2,15.89,,,03-04-2020,30.51,,,
2020,3,21,52.62,0.71,13.98,30.98,33.55,14.61,,,04-04-2020,30.85,,,
2020,3,22,52.75,0.13,13.79,31.05,33.72,14.99,,,05-04-2020,28.84,,,
2020,3,23,51.56,0.23,13.43,30.82,33.35,14.39,,,06-04-2020,30.94,,,
2020,3,24,52.19,0,13.43,30.38,32.83,14.4,,,07-04-2020,30.58,,,
2020,3,25,53.44,0.14,13.61,30.35,33.08,14.13,,,08-04-2020,30.92,,,
2020,3,26,52.81,0,13.18,30.19,32.83,15.56,,,09-04-2020,30.64,,,
2020,3,27,55.88,0,13.92,30.03,32.73,14.02,,,10-04-2020,29.98,,,
2020,3,28,51.75,0,12.39,30.1,32.9,16.43,,,11-04-2020,30.15,,,
2020,3,29,47.75,0,11.29,30.16,32.86,16.3,,,12-04-2020,30.65,,,
2020,3,30,42.56,0.06,10.13,30.46,32.81,16.77,,,13-04-2020,30.76,,,
2020,3,31,49.25,0.16,11.72,29.9,32.15,17.53,,,14-04-2020,31.05,,,
2020,4,1,51.94,0,12.33,30.03,32.24,17.09,,,15-04-2020,31.16,,,
2020,4,2,54.38,0,13.43,30.62,33.12,16.77,,,16-04-2020,31.38,,,
2020,4,3,52.75,0,13.12,30.51,33.25,15.26,,,17-04-2020,31.75,,,
2020,4,4,54,0.08,13.73,30.85,33.9,15.77,,,18-04-2020,31.87,,,
2020,4,5,68.56,2.6,17.09,28.84,30.01,5.96,,,19-04-2020,30.64,,,
2020,4,6,58.88,0.1,15.75,30.94,33.35,13.05,,,20-04-2020,30.58,,,
2020,4,7,55.75,0.16,14.77,30.58,32.37,10.38,,,21-04-2020,31.63,,,
2020,4,8,53.75,0.93,14.59,30.92,32.73,10.41,,,22-04-2020,32.3,,,
2020,4,9,60.19,4.13,15.75,30.64,32.7,12.45,,,23-04-2020,33.12,,,
2020,4,10,62.12,2.81,15.69,29.98,32.05,12.83,,,24-04-2020,32.22,,,
2020,4,11,60.88,0.4,15.38,30.15,32.44,13.11,,,25-04-2020,30.05,,,
2020,4,12,56.25,0,14.28,30.65,33.11,14.12,,,26-04-2020,28.4,,,
2020,4,13,52.81,0,13.55,30.76,33.18,14.91,,,27-04-2020,30.03,,,
2020,4,14,51.88,0.11,13.73,31.05,33.41,14.75,,,28-04-2020,28.64,,,
2020,4,15,56.12,0.33,14.77,31.16,33.94,14.62,,,29-04-2020,29.77,,,
2020,4,16,55.19,0.02,14.95,31.38,34.51,13.94,,,30-04-2020,30.18,,,
2020,4,17,54.31,0.03,14.95,31.75,34.87,14.71,,,01-05-2020,31.38,,,
2020,4,18,54.69,0.28,15.32,31.87,34.94,13.91,,,02-05-2020,31.83,,,
2020,4,19,59.44,1.87,16.05,30.64,32.98,10.93,,,03-05-2020,29.45,,,
2020,4,20,60.44,0.19,16.17,30.58,33.1,11.55,,,04-05-2020,30.9,,,
2020,4,21,55.31,0.16,15.01,31.63,34.66,15.23,,,05-05-2020,30.55,,,
2020,4,22,53.19,0.36,15.2,32.3,35.4,14.09,,,06-05-2020,30.47,,,
2020,4,23,51.75,0.61,15.56,33.12,36.12,14.44,,,07-05-2020,30.43,,,
2020,4,24,56.56,4.2,16.6,32.22,34.65,11.41,,,08-05-2020,29.04,,,
2020,4,25,71,9.76,18.86,30.05,30.64,8.01,,,09-05-2020,30.06,,,
2020,4,26,80.88,6.7,19.84,28.4,28.73,4.66,,,10-05-2020,29.77,,,
2020,4,27,68.88,1.91,18.01,30.03,31.2,10.11,,,11-05-2020,28.72,,,
2020,4,28,74.94,1.49,18.49,28.64,29.16,5.21,,,12-05-2020,30.2,,,
2020,4,29,66.69,2.16,17.27,29.77,30.71,9.86,,,13-05-2020,29.84,,,
2020,4,30,62.94,0.13,16.54,30.18,31.47,9.59,,,14-05-2020,30.6,,,
2020,5,1,57.94,0.03,15.87,31.38,33.43,13.84,,,15-05-2020,30.29,,,
2020,5,2,57.62,1.14,15.99,31.83,33.76,13.55,,,16-05-2020,31.34,,,
2020,5,3,70.12,1.96,17.88,29.45,30.57,8.62,,,17-05-2020,31.12,,,
2020,5,4,61,0.12,16.36,30.9,32.54,12.91,,,18-05-2020,29.9,,,
2020,5,5,61.5,0.07,16.3,30.55,32.22,11.27,,,19-05-2020,30.97,,,
2020,5,6,63.88,1.13,17.21,30.47,32,10.27,,,20-05-2020,32.46,,,
2020,5,7,63.94,6.18,16.66,30.43,32.07,12.6,,,21-05-2020,30.66,,,
2020,5,8,72.88,3.34,18.13,29.04,30.01,8.38,,,22-05-2020,32.61,,,
2020,5,9,68.19,0.53,17.82,30.06,31.79,10.54,,,23-05-2020,33.9,,,
2020,5,10,70,0.83,18.13,29.77,31.32,9.61,,,24-05-2020,34.08,,,
2020,5,11,74.38,2.2,18.31,28.72,29.73,7.55,,,25-05-2020,33.08,,,
2020,5,12,63.56,0.45,16.24,30.2,31.72,12.54,,,26-05-2020,32.56,,,
2020,5,13,63,2.88,16.05,29.84,31.55,10.62,,,27-05-2020,32.63,,,
2020,5,14,62.44,0.23,16.85,30.6,32.35,10.77,,,28-05-2020,30.63,,,
2020,5,15,66.12,0.92,17.82,30.29,31.41,7.9,,,29-05-2020,30.98,,,
2020,5,16,57.81,0.52,16.3,31.34,32.39,10.56,,,30-05-2020,29.97,,,
2020,5,17,60.12,3.92,16.85,31.12,32.01,10.34,,,31-05-2020,29.32,,,
2020,5,18,61.38,1.7,15.93,29.9,30.7,11.52,,,01-06-2020,28.89,,,
2020,5,19,55.94,0.08,15.56,30.97,31.67,10.03,,,02-06-2020,28.29,,,
2020,5,20,51.75,0.25,15.26,32.46,33.7,12.59,,,03-06-2020,27.99,,,
2020,5,21,55.38,1.21,15.08,30.66,32,9.49,,,04-06-2020,28.52,,,
2020,5,22,49.56,0.35,14.53,32.61,35.12,14.72,,,05-06-2020,28.26,,,
2020,5,23,48,0.35,15.38,33.9,36.58,13.65,,,06-06-2020,28.9,,,
2020,5,24,48.31,0.23,15.75,34.08,35.71,11.91,,,07-06-2020,28.14,,,
2020,5,25,52.56,1.5,16.54,33.08,34.55,8.98,,,08-06-2020,29.79,,,
2020,5,26,53.69,0.15,16.24,32.56,34.23,10.08,,,09-06-2020,29.7,,,
2020,5,27,52.12,1.41,15.81,32.63,34.05,10.25,,,10-06-2020,29.55,,,
2020,5,28,66.25,25.49,18.13,30.63,31.33,9.26,,,11-06-2020,28.36,,,
2020,5,29,57.56,1.01,15.5,30.98,32.11,13.13,,,12-06-2020,28.3,,,
2020,5,30,65.56,0.23,17.15,29.97,31.3,9.55,,,13-06-2020,29.45,,,
2020,5,31,68.81,0.64,17.33,29.32,30.66,10.72,,,14-06-2020,29.8,,,
2020,6,1,71.19,2.53,17.58,28.89,29.74,8.91,,,15-06-2020,30.55,,,
2020,6,2,71.56,7.17,17.03,28.29,28.84,8.91,,,16-06-2020,29.75,,,
2020,6,3,70.56,0.11,16.6,27.99,28.66,7.82,,,17-06-2020,29.4,,,
2020,6,4,65.94,0.53,15.56,28.52,29.19,11.05,,,18-06-2020,29.64,,,
2020,6,5,70.56,2,16.66,28.26,28.87,10.66,,,19-06-2020,29.51,,,
2020,6,6,68.56,2.11,16.78,28.9,29.94,10.99,,,20-06-2020,29.72,,,
2020,6,7,70,3.4,16.48,28.14,28.9,9.48,,,21-06-2020,27.97,,,
2020,6,8,58.5,0.01,14.47,29.79,30.84,13.59,,,22-06-2020,29.69,,,
2020,6,9,56.38,0.13,13.98,29.7,30.52,13.63,,,23-06-2020,30.58,,,
2020,6,10,57.12,0.3,14.4,29.55,30.28,12.8,,,24-06-2020,30,,,
2020,6,11,61,1.33,14.71,28.36,28.82,8.54,,,25-06-2020,27.42,,,
2020,6,12,61.44,0.2,14.47,28.3,28.98,10.45,,,26-06-2020,27.8,,,
